relation_id,source_mention_id,predicate_token_i,predicate_start,predicate_end,target_mention_id,source_cluster_id,target_cluster_id,object_property_logits_json,selection_method
rel_6204_39055_6203,6204,39055,39055,39057,6203,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1396484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.96533203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.14453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2783203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5625}",nli_grouped_softmax
rel_6230_39298_6231,6230,39298,39298,39299,6231,3,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.451904296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.433349609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.419921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.49169921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.93408203125}",nli_grouped_softmax
rel_6235_39333_6236,6235,39333,39333,39334,6236,3,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.68896484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.873046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.51171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.74365234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.71630859375}",nli_grouped_softmax
rel_6235_39333_6237,6235,39333,39333,39334,6237,3,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.080078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.34375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2138671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4306640625}",nli_grouped_softmax
rel_6238_39337_6239,6238,39337,39337,39340,6239,3,4,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": 0.0853271484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.79736328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.978515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.75244140625}",nli_grouped_softmax
rel_6238_39337_6240,6238,39337,39337,39340,6240,3,17,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.288818359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.0205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.8720703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1748046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.169921875}",nli_grouped_softmax
rel_6275_39528_6277,6275,39528,39528,39529,6277,9,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1767578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.15625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.8681640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.3125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2880859375}",nli_grouped_softmax
rel_6276_39528_6277,6276,39528,39528,39529,6277,14,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.6337890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.4375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.0078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.7216796875}",nli_grouped_softmax
rel_6280_39543_6282,6280,39543,39543,39544,6282,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.5400390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.0625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.2333984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.4287109375}",nli_grouped_softmax
rel_6297_39630_6298,6297,39630,39630,39632,6298,19,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.0478515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.44775390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.326171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.66552734375}",nli_grouped_softmax
rel_6303_39652_6306,6303,39652,39652,39653,6306,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.564453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.085205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.32421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.6494140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.76171875}",nli_grouped_softmax
rel_6304_39652_6305,6304,39652,39652,39653,6305,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.40234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.228759765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.23046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3818359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6298828125}",nli_grouped_softmax
rel_6303_39652_6304,6303,39652,39652,39653,6304,9,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.564453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.085205078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.32421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.6494140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.76171875}",nli_grouped_softmax
rel_6304_39652_6303,6304,39652,39652,39653,6303,14,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.40234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.228759765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.23046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3818359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.6298828125}",nli_grouped_softmax
rel_6323_39732_6325,6323,39732,39732,39733,6325,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.048828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.034881591796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.84033203125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.83837890625}",nli_grouped_softmax
rel_6324_39732_6325,6324,39732,39732,39733,6325,19,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1884765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.299560546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.6953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.18359375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.9853515625}",nli_grouped_softmax
rel_6330_39754_6331,6330,39754,39754,39755,6331,14,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1298828125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.6708984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.12890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.60546875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.24609375}",nli_grouped_softmax
rel_6339_39831_6340,6339,39831,39831,39833,6340,15,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_6401_40163_6402,6401,40163,40163,40166,6402,3,2,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.1866455078125, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -0.68701171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.364990234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9267578125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.3974609375}",nli_grouped_softmax
rel_6410_40230_6411,6410,40230,40230,40232,6411,17,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.83349609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.466064453125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.146484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.0361328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.517578125}",nli_grouped_softmax
rel_6410_40230_6412,6410,40230,40230,40234,6412,17,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.6416015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.45703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.312744140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.9609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.5947265625}",nli_grouped_softmax
rel_6491_40857_6493,6491,40857,40857,40859,6493,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.69140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.66259765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.1953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.67041015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.80126953125}",nli_grouped_softmax
rel_6492_40857_6493,6492,40857,40857,40859,6493,17,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.280029296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.037109375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.826171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.047271728515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": 0.2159423828125}",nli_grouped_softmax
rel_6511_40930_6512,6511,40930,40930,40932,6512,19,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.67529296875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.61328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.4482421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.2359619140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": 0.150390625}",nli_grouped_softmax
rel_6521_40984_6522,6521,40984,40984,40985,6522,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.93505859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.6484375, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.25, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.71728515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.9345703125}",nli_grouped_softmax
rel_6521_40984_6523,6521,40984,40984,40985,6523,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.6572265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.58837890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.337890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.5751953125, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.64208984375}",nli_grouped_softmax
rel_6530_41014_6532,6530,41014,41014,41015,6532,9,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.12890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.127197265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.044921875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.16015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.646484375}",nli_grouped_softmax
rel_6531_41014_6532,6531,41014,41014,41015,6532,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.1630859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.273681640625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.013671875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.224609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.26953125}",nli_grouped_softmax
rel_6549_41143_6550,6549,41143,41143,41144,6550,15,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_6567_41232_6568,6567,41232,41232,41233,6568,3,0,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -2.0859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -1.03515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.384765625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.4169921875}",nli_grouped_softmax
rel_6571_41260_6573,6571,41260,41260,41262,6573,3,11,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.33984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": -1.447265625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.58837890625, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.61328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.419921875}",nli_grouped_softmax
rel_6575_41277_6576,6575,41277,41277,41278,6576,3,9,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.92724609375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": 0.38232421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.140625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.916015625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.1611328125}",nli_grouped_softmax
rel_6609_41441_6610,6609,41441,41441,41443,6610,4,15,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.21728515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.72998046875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.5859375, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.1767578125}",nli_grouped_softmax
rel_6647_41654_6648,6647,41654,41654,41655,6648,14,3,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.240234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.5703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.0390625, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.34375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.640625}",nli_grouped_softmax
rel_6651_41666_6652,6651,41666,41666,41667,6652,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -1.4091796875, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.861328125, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -2.095703125, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -1.3515625, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -1.5634765625}",nli_grouped_softmax
rel_6661_41743_6662,6661,41743,41743,41745,6662,15,16,"{""https://example.org/nlp-sdai/narrative-entity-ontology#locatedIn"": 0.0}",single_candidate_router
rel_6680_41907_6681,6680,41907,41907,41910,6681,3,14,"{""https://example.org/nlp-sdai/narrative-entity-ontology#movesToward"": -0.89208984375, ""https://example.org/nlp-sdai/narrative-entity-ontology#holdsAttitudeToward"": -0.81982421875, ""https://example.org/nlp-sdai/narrative-entity-ontology#harms"": -1.6171875, ""https://example.org/nlp-sdai/narrative-entity-ontology#guides"": -0.74365234375, ""https://example.org/nlp-sdai/narrative-entity-ontology#accompanies"": -0.79248046875}",nli_grouped_softmax
